Area,Year,Real GDP (Millions),Real GDP Quality Index,Current-Dollar GDP (Millions),Per Capita Personal Income,PCEPI,PCEPI2012,Real Per Capita Personal Income,Type
"Boise City, ID",2020,32856.836,133.908,37928.422,50474.0,111.22466666666666,100.0,45380.22141371518,MSA
"Boston-Cambridge-Newton, MA-NH",2001,284104.016,79.561,234693.57,43602.0,79.65616666666666,100.0,54737.75832379581,MSA
"Boston-Cambridge-Newton, MA-NH",2002,283248.118,79.322,237735.492,43037.0,80.70208333333333,100.0,53328.239151199115,MSA
"Boston-Cambridge-Newton, MA-NH",2003,288878.691,80.898,245407.958,43729.0,82.39758333333333,100.0,53070.73124110639,MSA
"Boston-Cambridge-Newton, MA-NH",2004,298678.146,83.643,259116.344,46173.0,84.44275,100.0,54679.64982192077,MSA
"Boston-Cambridge-Newton, MA-NH",2005,306066.525,85.712,272211.311,48531.0,86.87583333333333,100.0,55862.48573155174,MSA
"Boston-Cambridge-Newton, MA-NH",2006,314625.014,88.108,287146.989,52504.0,89.32233333333333,100.0,58780.37221001093,MSA
"Boston-Cambridge-Newton, MA-NH",2007,325030.684,91.022,303949.312,55100.0,91.61441666666667,100.0,60143.372631490856,MSA
"Boston-Cambridge-Newton, MA-NH",2008,329980.0,92.409,311634.603,56725.0,94.32566666666666,100.0,60137.396325496426,MSA
"Boston-Cambridge-Newton, MA-NH",2009,325923.935,91.273,312593.395,55403.0,94.0625,100.0,58900.199335548175,MSA
"Boston-Cambridge-Newton, MA-NH",2010,342090.303,95.8,330424.307,57993.0,95.74708333333334,100.0,60568.94683475998,MSA
"Boston-Cambridge-Newton, MA-NH",2011,348885.073,97.703,341801.133,60142.0,98.16941666666666,100.0,61263.479036665354,MSA
"Boston-Cambridge-Newton, MA-NH",2012,357088.355,100.0,357088.355,62160.0,100.0,100.0,62160.0,MSA
"Boston-Cambridge-Newton, MA-NH",2013,358706.542,100.453,366244.863,62096.0,101.35408333333334,100.0,61266.401863434214,MSA
"Boston-Cambridge-Newton, MA-NH",2014,364733.281,102.141,379924.795,64852.0,102.88666666666667,100.0,63032.462904166394,MSA
"Boston-Cambridge-Newton, MA-NH",2015,379370.082,106.24,403931.138,68907.0,103.11566666666667,100.0,66824.95708702525,MSA
"Boston-Cambridge-Newton, MA-NH",2016,386932.426,108.358,418289.875,71221.0,104.14833333333333,100.0,68384.19561842886,MSA
"Boston-Cambridge-Newton, MA-NH",2017,395847.858,110.854,434282.612,74195.0,106.0515,100.0,69961.292390961,MSA
"Boston-Cambridge-Newton, MA-NH",2018,413028.819,115.666,462229.528,77752.0,108.3185,100.0,71780.90538550663,MSA
"Boston-Cambridge-Newton, MA-NH",2019,427271.652,119.654,488174.288,80965.0,109.92191666666666,100.0,73656.83064417697,MSA
"Boston-Cambridge-Newton, MA-NH",2020,412676.257,115.567,480307.073,85724.0,111.22466666666666,100.0,77072.8315661394,MSA
"Boulder, CO",2001,18076.532,86.496,16055.56,42239.0,79.65616666666666,100.0,53026.654140608494,MSA
"Boulder, CO",2002,16864.232,80.695,15130.602,41355.0,80.70208333333333,100.0,51244.03025531146,MSA
"Boulder, CO",2003,17119.892,81.918,15369.784,42314.0,82.39758333333333,100.0,51353.44786608831,MSA
"Boulder, CO",2004,17608.89,84.258,15920.482,43298.0,84.44275,100.0,51274.97624129958,MSA
"Boulder, CO",2005,17995.277,86.107,16507.952,46260.0,86.87583333333333,100.0,53248.410087193406,MSA
"Boulder, CO",2006,18492.771,88.488,17226.803,49123.0,89.32233333333333,100.0,54995.204633406356,MSA
"Boulder, CO",2007,19667.979,94.111,18582.385,50894.0,91.61441666666667,100.0,55552.39213624493,MSA
"Boulder, CO",2008,20593.306,98.539,19644.166,52494.0,94.32566666666666,100.0,55651.872767044675,MSA
"Boulder, CO",2009,20212.834,96.718,19660.108,47146.0,94.0625,100.0,50121.993355481725,MSA
"Boulder, CO",2010,20673.368,98.922,20102.522,50647.0,95.74708333333334,100.0,52896.650463678176,MSA
"Boulder, CO",2011,20817.116,99.609,20460.572,52596.0,98.16941666666666,100.0,53576.76737408884,MSA
"Boulder, CO",2012,20898.736,100.0,20898.736,55004.0,100.0,100.0,55004.0,MSA
"Boulder, CO",2013,21534.323,103.041,21897.977,56855.0,101.35408333333334,100.0,56095.42125008942,MSA
"Boulder, CO",2014,22180.386,106.133,22843.756,60675.0,102.88666666666667,100.0,58972.655996889785,MSA
"Boulder, CO",2015,23061.774,110.35,24123.058,64447.0,103.11566666666667,100.0,62499.71714611746,MSA
"Boulder, CO",2016,23746.927,113.629,25053.753,65226.0,104.14833333333333,100.0,62627.98252492439,MSA
"Boulder, CO",2017,25104.63,120.125,26713.281,69456.0,106.0515,100.0,65492.70873113534,MSA
"Boulder, CO",2018,25865.152,123.764,27852.15,72607.0,108.3185,100.0,67031.0242479355,MSA
"Boulder, CO",2019,27502.894,131.601,30147.818,77305.0,109.92191666666666,100.0,70327.19437964677,MSA
"Boulder, CO",2020,26619.597,127.374,29682.206,79649.0,111.22466666666666,100.0,71610.91364625352,MSA
"Bowling Green, KY",2001,4489.436,76.085,3578.5,23440.0,79.65616666666666,100.0,29426.472526713776,MSA
"Bowling Green, KY",2002,4641.18,78.656,3752.916,23941.0,80.70208333333333,100.0,29665.900818339054,MSA
"Bowling Green, KY",2003,4845.479,82.119,3972.962,24506.0,82.39758333333333,100.0,29741.16352522475,MSA
"Bowling Green, KY",2004,5084.917,86.176,4275.399,25892.0,84.44275,100.0,30662.194208502213,MSA
"Bowling Green, KY",2005,5406.703,91.63,4645.444,26983.0,86.87583333333333,100.0,31059.270414672283,MSA
"Bowling Green, KY",2006,5693.587,96.492,4992.736,27632.0,89.32233333333333,100.0,30935.152462803257,MSA
"Bowling Green, KY",2007,5672.158,96.129,5131.071,28636.0,91.61441666666667,100.0,31257.089268155574,MSA
"Bowling Green, KY",2008,5677.185,96.214,5231.486,29769.0,94.32566666666666,100.0,31559.80874770741,MSA
"Bowling Green, KY",2009,5267.209,89.266,5023.003,28726.0,94.0625,100.0,30539.269102990034,MSA
"Bowling Green, KY",2010,5775.974,97.888,5555.174,30004.0,95.74708333333334,100.0,31336.72479144273,MSA
"Bowling Green, KY",2011,5682.605,96.306,5541.006,31107.0,98.16941666666666,100.0,31687.05800261962,MSA
"Bowling Green, KY",2012,5900.586,100.0,5900.586,31971.0,100.0,100.0,31970.999999999996,MSA
"Bowling Green, KY",2013,6012.536,101.897,6147.203,32213.0,101.35408333333334,100.0,31782.636614706364,MSA
"Bowling Green, KY",2014,6107.885,103.513,6364.643,33439.0,102.88666666666667,100.0,32500.80995269876,MSA
"Bowling Green, KY",2015,6109.57,103.542,6539.308,34698.0,103.11566666666667,100.0,33649.59091247046,MSA
"Bowling Green, KY",2016,6249.863,105.919,6779.629,35032.0,104.14833333333333,100.0,33636.640048648565,MSA
"Bowling Green, KY",2017,6461.852,109.512,7104.637,35833.0,106.0515,100.0,33788.30096698302,MSA
"Bowling Green, KY",2018,6356.535,107.727,7100.109,36082.0,108.3185,100.0,33311.02258616949,MSA
"Bowling Green, KY",2019,6575.457,111.437,7491.961,37074.0,109.92191666666666,100.0,33727.5778336592,MSA
"Bowling Green, KY",2020,6357.498,107.743,7359.897,39734.0,111.22466666666666,100.0,35724.0899800404,MSA
"Bremerton-Silverdale-Port Orchard, WA",2001,8477.974,84.525,6406.652,31166.0,79.65616666666666,100.0,39125.658821141704,MSA
"Bremerton-Silverdale-Port Orchard, WA",2002,8932.595,89.058,6979.84,32032.0,80.70208333333333,100.0,39691.66430028138,MSA
"Bremerton-Silverdale-Port Orchard, WA",2003,9100.587,90.733,7339.621,33542.0,82.39758333333333,100.0,40707.50456880309,MSA
"Bremerton-Silverdale-Port Orchard, WA",2004,9530.615,95.02,7914.989,35521.0,84.44275,100.0,42065.18617643314,MSA
"Bremerton-Silverdale-Port Orchard, WA",2005,9896.991,98.673,8484.359,37687.0,86.87583333333333,100.0,43380.3033064431,MSA
"Bremerton-Silverdale-Port Orchard, WA",2006,9873.555,98.439,8757.448,38822.0,89.32233333333333,100.0,43462.81445103315,MSA
"Bremerton-Silverdale-Port Orchard, WA",2007,9931.417,99.016,9103.391,40793.0,91.61441666666667,100.0,44526.83484131409,MSA
"Bremerton-Silverdale-Port Orchard, WA",2008,10469.263,104.378,9786.202,42538.0,94.32566666666666,100.0,45096.95134233525,MSA
"Bremerton-Silverdale-Port Orchard, WA",2009,10201.518,101.709,9751.95,41350.0,94.0625,100.0,43960.13289036544,MSA
"Bremerton-Silverdale-Port Orchard, WA",2010,10210.96,101.803,9888.136,42147.0,95.74708333333334,100.0,44019.09544677166,MSA
"Bremerton-Silverdale-Port Orchard, WA",2011,10161.258,101.307,9986.554,42902.0,98.16941666666666,100.0,43702.001556832445,MSA
"Bremerton-Silverdale-Port Orchard, WA",2012,10030.122,100.0,10030.122,44558.0,100.0,100.0,44558.0,MSA
"Bremerton-Silverdale-Port Orchard, WA",2013,9931.268,99.014,10116.397,44953.0,101.35408333333334,100.0,44352.43112224553,MSA
"Bremerton-Silverdale-Port Orchard, WA",2014,9954.16,99.243,10364.261,47369.0,102.88666666666667,100.0,46039.97926521091,MSA
"Bremerton-Silverdale-Port Orchard, WA",2015,10247.095,102.163,10931.293,48450.0,103.11566666666667,100.0,46986.07065851616,MSA
"Bremerton-Silverdale-Port Orchard, WA",2016,10715.635,106.835,11610.867,50131.0,104.14833333333333,100.0,48134.23162476596,MSA
"Bremerton-Silverdale-Port Orchard, WA",2017,10806.173,107.737,11916.746,52009.0,106.0515,100.0,49041.26768598275,MSA
"Bremerton-Silverdale-Port Orchard, WA",2018,11095.961,110.626,12529.883,54597.0,108.3185,100.0,50404.13225810919,MSA
"Bremerton-Silverdale-Port Orchard, WA",2019,11275.707,112.418,13048.055,57197.0,109.92191666666666,100.0,52034.20913178521,MSA
"Bremerton-Silverdale-Port Orchard, WA",2020,11337.915,113.039,13449.782,60704.0,111.22466666666666,100.0,54577.821466461275,MSA
"Bridgeport-Stamford-Norwalk, CT",2001,76534.461,92.68,59020.998,66401.0,79.65616666666666,100.0,83359.52228013315,MSA
"Bridgeport-Stamford-Norwalk, CT",2002,76660.731,92.833,60109.07,64716.0,80.70208333333333,100.0,80191.23835093064,MSA
"Bridgeport-Stamford-Norwalk, CT",2003,76222.458,92.302,60788.099,64649.0,82.39758333333333,100.0,78459.82537918285,MSA
"Bridgeport-Stamford-Norwalk, CT",2004,80391.775,97.351,66009.206,68518.0,84.44275,100.0,81141.3650076531,MSA
"Bridgeport-Stamford-Norwalk, CT",2005,82967.936,100.471,70151.313,74321.0,86.87583333333333,100.0,85548.53190856683,MSA
"Bridgeport-Stamford-Norwalk, CT",2006,86202.047,104.387,75123.283,82410.0,89.32233333333333,100.0,92261.36054066359,MSA
"Bridgeport-Stamford-Norwalk, CT",2007,89983.436,108.966,80879.757,91143.0,91.61441666666667,100.0,99485.43397009022,MSA
"Bridgeport-Stamford-Norwalk, CT",2008,91868.849,111.249,84381.023,100125.0,94.32566666666666,100.0,106148.20285747605,MSA
"Bridgeport-Stamford-Norwalk, CT",2009,86819.192,105.135,81379.465,98402.0,94.0625,100.0,104613.42192691029,MSA
"Bridgeport-Stamford-Norwalk, CT",2010,85095.638,103.047,80692.429,103785.0,95.74708333333334,100.0,108394.94675642862,MSA
"Bridgeport-Stamford-Norwalk, CT",2011,80039.362,96.924,77829.63,103806.0,98.16941666666666,100.0,105741.68974892894,MSA
"Bridgeport-Stamford-Norwalk, CT",2012,82579.135,100.0,82579.135,103400.0,100.0,100.0,103400.0,MSA
"Bridgeport-Stamford-Norwalk, CT",2013,80027.15,96.91,82181.585,97054.0,101.35408333333334,100.0,95757.36547368178,MSA
"Bridgeport-Stamford-Norwalk, CT",2014,79634.547,96.434,84059.722,102462.0,102.88666666666667,100.0,99587.24810471068,MSA
"Bridgeport-Stamford-Norwalk, CT",2015,80577.928,97.577,87061.057,104538.0,103.11566666666667,100.0,101379.35716202194,MSA
"Bridgeport-Stamford-Norwalk, CT",2016,80077.784,96.971,87847.533,107213.0,104.14833333333333,100.0,102942.59789722992,MSA
"Bridgeport-Stamford-Norwalk, CT",2017,80739.072,97.772,90237.005,110450.0,106.0515,100.0,104147.51323649359,MSA
"Bridgeport-Stamford-Norwalk, CT",2018,82176.512,99.512,94207.25,116757.0,108.3185,100.0,107790.45130794831,MSA
"Bridgeport-Stamford-Norwalk, CT",2019,81895.069,99.172,95850.369,118515.0,109.92191666666666,100.0,107817.44313956195,MSA
"Bridgeport-Stamford-Norwalk, CT",2020,77114.999,93.383,92249.059,120244.0,111.22466666666666,100.0,108109.11248703826,MSA
"Brownsville-Harlingen, TX",2001,7386.716,79.195,5652.584,16806.0,79.65616666666666,100.0,21098.178211772683,MSA
"Brownsville-Harlingen, TX",2002,7747.059,83.058,6055.465,17570.0,80.70208333333333,100.0,21771.43299687637,MSA
"Brownsville-Harlingen, TX",2003,7869.778,84.374,6285.677,18096.0,82.39758333333333,100.0,21961.809155001512,MSA
"Brownsville-Harlingen, TX",2004,7991.176,85.676,6572.939,18277.0,84.44275,100.0,21644.250098439476,MSA
"Brownsville-Harlingen, TX",2005,8189.873,87.806,6916.38,18922.0,86.87583333333333,100.0,21780.510498700252,MSA
"Brownsville-Harlingen, TX",2006,8625.583,92.477,7506.479,19923.0,89.32233333333333,100.0,22304.612135076335,MSA
"Brownsville-Harlingen, TX",2007,8565.825,91.837,7737.793,20908.0,91.61441666666667,100.0,22821.735662054645,MSA
"Brownsville-Harlingen, TX",2008,8624.999,92.471,7949.33,22069.0,94.32566666666666,100.0,23396.601137194895,MSA
"Brownsville-Harlingen, TX",2009,8598.106,92.183,8130.73,22465.0,94.0625,100.0,23883.056478405317,MSA
"Brownsville-Harlingen, TX",2010,8974.013,96.213,8597.713,23688.0,95.74708333333334,100.0,24740.179204762546,MSA
"Brownsville-Harlingen, TX",2011,9232.08,98.98,9003.752,24494.0,98.16941666666666,100.0,24950.74416421272,MSA
"Brownsville-Harlingen, TX",2012,9327.236,100.0,9327.236,24945.0,100.0,100.0,24945.0,MSA
"Brownsville-Harlingen, TX",2013,9440.373,101.213,9654.29,25411.0,101.35408333333334,100.0,25071.510850163082,MSA
"Brownsville-Harlingen, TX",2014,9442.835,101.239,9859.129,26296.0,102.88666666666667,100.0,25558.21939998704,MSA
"Brownsville-Harlingen, TX",2015,9454.224,101.361,10129.884,26873.0,103.11566666666667,100.0,26061.025321079564,MSA
"Brownsville-Harlingen, TX",2016,9689.054,103.879,10544.649,27514.0,104.14833333333333,100.0,26418.089583766745,MSA
"Brownsville-Harlingen, TX",2017,9679.631,103.778,10677.944,27871.0,106.0515,100.0,26280.627808187528,MSA
"Brownsville-Harlingen, TX",2018,9839.678,105.494,11078.401,28978.0,108.3185,100.0,26752.586123330737,MSA
"Brownsville-Harlingen, TX",2019,10117.293,108.47,11675.336,30187.0,109.92191666666666,100.0,27462.221288899775,MSA
"Brownsville-Harlingen, TX",2020,10077.503,108.044,11942.967,33690.0,111.22466666666666,100.0,30290.043575465876,MSA
"Brunswick, GA",2001,3413.87,90.719,2621.458,27158.0,79.65616666666666,100.0,34094.03331401419,MSA
"Brunswick, GA",2002,3496.653,92.919,2747.49,27741.0,80.70208333333333,100.0,34374.57727753827,MSA
"Brunswick, GA",2003,3675.232,97.664,2944.984,28999.0,82.39758333333333,100.0,35193.99335134223,MSA
"Brunswick, GA",2004,3910.829,103.925,3215.1,31035.0,84.44275,100.0,36752.711156375175,MSA
"Brunswick, GA",2005,4014.131,106.67,3414.504,32582.0,86.87583333333333,100.0,37504.1006800894,MSA
"Brunswick, GA",2006,4184.548,111.199,3693.087,34244.0,89.32233333333333,100.0,38337.55649016483,MSA
"Brunswick, GA",2007,4147.627,110.217,3782.225,34468.0,91.61441666666667,100.0,37622.89959822553,MSA
"Brunswick, GA",2008,3977.517,105.697,3702.521,33419.0,94.32566666666666,100.0,35429.38118645685,MSA
"Brunswick, GA",2009,3896.209,103.536,3712.353,31544.0,94.0625,100.0,33535.14950166113,MSA
"Brunswick, GA",2010,3949.31,104.947,3807.67,32532.0,95.74708333333334,100.0,33977.01409529446,MSA
"Brunswick, GA",2011,3834.111,101.886,3743.191,33771.0,98.16941666666666,100.0,34400.734105071766,MSA
"Brunswick, GA",2012,3763.132,100.0,3763.132,33919.0,100.0,100.0,33919.0,MSA
"Brunswick, GA",2013,3758.16,99.868,3859.106,34268.0,101.35408333333334,100.0,33810.18196109514,MSA
"Brunswick, GA",2014,3754.078,99.759,3956.59,35625.0,102.88666666666667,100.0,34625.47787209227,MSA
"Brunswick, GA",2015,3941.14,104.73,4271.858,37766.0,103.11566666666667,100.0,36624.89049513976,MSA
"Brunswick, GA",2016,3877.903,103.05,4290.721,38023.0,104.14833333333333,100.0,36508.50549696747,MSA
"Brunswick, GA",2017,3986.646,105.94,4497.578,39590.0,106.0515,100.0,37330.919411795214,MSA
"Brunswick, GA",2018,4078.222,108.373,4722.326,41595.0,108.3185,100.0,38400.64254951832,MSA
"Brunswick, GA",2019,4012.534,106.628,4774.425,42593.0,109.92191666666666,100.0,38748.41459429914,MSA
"Brunswick, GA",2020,3833.961,101.882,4662.937,45251.0,111.22466666666666,100.0,40684.32062432194,MSA
"Buffalo-Cheektowaga, NY",2001,49408.142,86.758,39151.215,28349.0,79.65616666666666,100.0,35589.209456476485,MSA
"Buffalo-Cheektowaga, NY",2002,50709.223,89.042,40831.595,28905.0,80.70208333333333,100.0,35816.91922451403,MSA
"Buffalo-Cheektowaga, NY",2003,51254.615,90.0,42087.983,29913.0,82.39758333333333,100.0,36303.249185099485,MSA
"Buffalo-Cheektowaga, NY",2004,52835.324,92.776,44408.687,31199.0,84.44275,100.0,36946.925579756695,MSA
"Buffalo-Cheektowaga, NY",2005,52515.635,92.214,45341.751,31690.0,86.87583333333333,100.0,36477.3479391085,MSA
"Buffalo-Cheektowaga, NY",2006,53567.619,94.062,47674.492,33474.0,89.32233333333333,100.0,37475.51004414723,MSA
"Buffalo-Cheektowaga, NY",2007,54060.648,94.927,49401.669,35310.0,91.61441666666667,100.0,38541.968922285705,MSA
"Buffalo-Cheektowaga, NY",2008,54638.917,95.943,50807.639,36936.0,94.32566666666666,100.0,39157.952766479255,MSA
"Buffalo-Cheektowaga, NY",2009,54752.579,96.142,52190.009,37228.0,94.0625,100.0,39577.94019933555,MSA
"Buffalo-Cheektowaga, NY",2010,56297.326,98.855,54190.236,38515.0,95.74708333333334,100.0,40225.76840895937,MSA
"Buffalo-Cheektowaga, NY",2011,55715.76,97.834,54428.885,40026.0,98.16941666666666,100.0,40772.372251032015,MSA
"Buffalo-Cheektowaga, NY",2012,56949.53,100.0,56949.53,41405.0,100.0,100.0,41405.0,MSA
"Buffalo-Cheektowaga, NY",2013,56707.977,99.576,58031.858,41753.0,101.35408333333334,100.0,41195.1828942922,MSA
"Buffalo-Cheektowaga, NY",2014,57988.89,101.825,60769.524,42918.0,102.88666666666667,100.0,41713.85991058122,MSA
"Buffalo-Cheektowaga, NY",2015,58791.203,103.234,63232.593,44824.0,103.11566666666667,100.0,43469.631190863336,MSA
"Buffalo-Cheektowaga, NY",2016,59451.559,104.393,65087.101,45777.0,104.14833333333333,100.0,43953.655843428445,MSA
"Buffalo-Cheektowaga, NY",2017,59131.231,103.831,65825.668,48129.0,106.0515,100.0,45382.66785476867,MSA
"Buffalo-Cheektowaga, NY",2018,59807.724,105.019,68263.843,49344.0,108.3185,100.0,45554.54516079894,MSA
"Buffalo-Cheektowaga, NY",2019,61082.997,107.258,71357.157,51296.0,109.92191666666666,100.0,46665.8529577435,MSA
"Buffalo-Cheektowaga, NY",2020,58623.292,102.939,69877.317,55777.0,111.22466666666666,100.0,50148.048694234494,MSA
"Burlington, NC",2001,4644.432,90.783,3723.297,26952.0,79.65616666666666,100.0,33835.4218233784,MSA
"Burlington, NC",2002,4891.409,95.61,3990.458,27100.0,80.70208333333333,100.0,33580.2979063944,MSA
"Burlington, NC",2003,4884.739,95.48,4029.193,27930.0,82.39758333333333,100.0,33896.62520442044,MSA
"Burlington, NC",2004,5145.291,100.573,4335.712,28223.0,84.44275,100.0,33422.644335955425,MSA
"Burlington, NC",2005,5208.078,101.8,4498.437,29049.0,86.87583333333333,100.0,33437.37709950025,MSA
"Burlington, NC",2006,5373.473,105.033,4767.331,31126.0,89.32233333333333,100.0,34846.82815421301,MSA
"Burlington, NC",2007,5291.765,103.436,4821.228,32509.0,91.61441666666667,100.0,35484.5898525796,MSA
"Burlington, NC",2008,5219.094,102.016,4829.555,33102.0,94.32566666666666,100.0,35093.311470543544,MSA
"Burlington, NC",2009,4832.993,94.469,4644.606,31678.0,94.0625,100.0,33677.607973421924,MSA
"Burlington, NC",2010,5026.621,98.253,4848.493,32121.0,95.74708333333334,100.0,33547.758199771095,MSA
"Burlington, NC",2011,5152.658,100.717,5020.364,33228.0,98.16941666666666,100.0,33847.60868328816,MSA
"Burlington, NC",2012,5115.98,100.0,5115.98,34234.0,100.0,100.0,34234.0,MSA
"Burlington, NC",2013,5320.042,103.989,5430.463,34556.0,101.35408333333334,100.0,34094.334301610936,MSA
"Burlington, NC",2014,5410.479,105.756,5641.638,35940.0,102.88666666666667,100.0,34931.63999222445,MSA
"Burlington, NC",2015,5376.865,105.099,5778.882,36698.0,103.11566666666667,100.0,35589.16039269816,MSA
"Burlington, NC",2016,5576.629,109.004,6114.513,37416.0,104.14833333333333,100.0,35925.682920193954,MSA
"Burlington, NC",2017,5515.318,107.806,6102.007,38336.0,106.0515,100.0,36148.47503335644,MSA
"Burlington, NC",2018,5551.297,108.509,6242.008,39742.0,108.3185,100.0,36689.946777327976,MSA
"Burlington, NC",2019,5713.732,111.684,6580.346,41256.0,109.92191666666666,100.0,37532.096647392886,MSA
"Burlington, NC",2020,5553.022,108.543,6573.093,43973.0,111.22466666666666,100.0,39535.29492858299,MSA
"Burlington-South Burlington, VT",2001,8847.525,73.849,7711.099,32958.0,79.65616666666666,100.0,41375.327710556,MSA
"Burlington-South Burlington, VT",2002,9129.045,76.199,8007.94,33478.0,80.70208333333333,100.0,41483.439605545085,MSA
"Burlington-South Burlington, VT",2003,9759.444,81.461,8581.792,34938.0,82.39758333333333,100.0,42401.72901511068,MSA
"Burlington-South Burlington, VT",2004,10461.919,87.324,9303.31,36549.0,84.44275,100.0,43282.57902543439,MSA
"Burlington-South Burlington, VT",2005,10501.279,87.653,9475.668,37414.0,86.87583333333333,100.0,43066.06171643438,MSA
"Burlington-South Burlington, VT",2006,10691.572,89.241,9798.293,39571.0,89.32233333333333,100.0,44301.3505394321,MSA
"Burlington-South Burlington, VT",2007,10464.351,87.344,9805.307,41476.0,91.61441666666667,100.0,45272.35069444129,MSA
"Burlington-South Burlington, VT",2008,11142.76,93.007,10556.732,43920.0,94.32566666666666,100.0,46562.08808489736,MSA
"Burlington-South Burlington, VT",2009,11032.452,92.086,10655.461,43117.0,94.0625,100.0,45838.67109634551,MSA
"Burlington-South Burlington, VT",2010,11560.537,96.494,11214.991,44162.0,95.74708333333334,100.0,46123.598194897146,MSA
"Burlington-South Burlington, VT",2011,11863.596,99.024,11646.897,47126.0,98.16941666666666,100.0,48004.76726882863,MSA
"Burlington-South Burlington, VT",2012,11980.563,100.0,11980.563,48604.0,100.0,100.0,48604.0,MSA
"Burlington-South Burlington, VT",2013,11809.481,98.572,12027.56,49538.0,101.35408333333334,100.0,48876.17584885989,MSA
"Burlington-South Burlington, VT",2014,11964.029,99.862,12393.011,51866.0,102.88666666666667,100.0,50410.80800881229,MSA
"Burlington-South Burlington, VT",2015,12068.021,100.73,12744.034,52895.0,103.11566666666667,100.0,51296.76382832224,MSA
"Burlington-South Burlington, VT",2016,12393.329,103.445,13242.399,54126.0,104.14833333333333,100.0,51970.10673878604,MSA
"Burlington-South Burlington, VT",2017,12462.63,104.024,13495.532,55352.0,106.0515,100.0,52193.509757051994,MSA
"Burlington-South Burlington, VT",2018,12586.521,105.058,13874.021,56799.0,108.3185,100.0,52437.02599278978,MSA
"Burlington-South Burlington, VT",2019,12784.849,106.713,14406.461,58650.0,109.92191666666666,100.0,53356.05653407003,MSA
"Burlington-South Burlington, VT",2020,12216.913,101.973,14058.826,61802.0,111.22466666666666,100.0,55565.01255716657,MSA
"California-Lexington Park, MD",2001,4066.69,65.19,3061.623,30689.0,79.65616666666666,100.0,38526.83512680542,MSA
"California-Lexington Park, MD",2002,4338.846,69.553,3377.24,32451.0,80.70208333333333,100.0,40210.857836177296,MSA
"California-Lexington Park, MD",2003,4607.747,73.864,3707.616,34358.0,82.39758333333333,100.0,41697.8248755273,MSA
"California-Lexington Park, MD",2004,4802.017,76.978,3983.166,35980.0,84.44275,100.0,42608.74971504362,MSA
"California-Lexington Park, MD",2005,4924.594,78.943,4218.929,37576.0,86.87583333333333,100.0,43252.53474786813,MSA
"California-Lexington Park, MD",2006,5084.472,81.506,4514.157,39517.0,89.32233333333333,100.0,44240.895334126966,MSA
"California-Lexington Park, MD",2007,5250.997,84.175,4822.706,41713.0,91.61441666666667,100.0,45531.04360394515,MSA
"California-Lexington Park, MD",2008,5358.06,85.892,5023.683,44138.0,94.32566666666666,100.0,46793.20227438979,MSA
"California-Lexington Park, MD",2009,5481.462,87.87,5249.165,45342.0,94.0625,100.0,48204.1196013289,MSA
"California-Lexington Park, MD",2010,5920.208,94.903,5745.131,46901.0,95.74708333333334,100.0,48984.25974681561,MSA
"California-Lexington Park, MD",2011,6233.141,99.919,6144.898,48958.0,98.16941666666666,100.0,49870.928912857285,MSA
"California-Lexington Park, MD",2012,6238.169,100.0,6238.169,49315.0,100.0,100.0,49315.0,MSA
"California-Lexington Park, MD",2013,6186.889,99.178,6281.34,49234.0,101.35408333333334,100.0,48576.23726720433,MSA
"California-Lexington Park, MD",2014,6270.602,100.52,6481.652,50512.0,102.88666666666667,100.0,49094.79686386315,MSA
"California-Lexington Park, MD",2015,6434.02,103.14,6804.277,52333.0,103.11566666666667,100.0,50751.74480437825,MSA
"California-Lexington Park, MD",2016,6601.713,105.828,7063.045,53465.0,104.14833333333333,100.0,51335.435036566436,MSA
"California-Lexington Park, MD",2017,6675.907,107.017,7256.621,54383.0,106.0515,100.0,51279.8027373493,MSA
"California-Lexington Park, MD",2018,6775.68,108.616,7527.875,56372.0,108.3185,100.0,52042.81817048795,MSA
"California-Lexington Park, MD",2019,6902.651,110.652,7837.178,57891.0,109.92191666666666,100.0,52665.566390687934,MSA
"California-Lexington Park, MD",2020,7043.846,112.915,8150.825,61144.0,111.22466666666666,100.0,54973.417167654654,MSA
"Canton-Massillon, OH",2001,14909.779,97.216,11561.12,27275.0,79.65616666666666,100.0,34240.91459753064,MSA
"Canton-Massillon, OH",2002,15152.535,98.799,11936.295,27658.0,80.70208333333333,100.0,34271.729870666284,MSA
"Canton-Massillon, OH",2003,15155.553,98.819,12120.968,28481.0,82.39758333333333,100.0,34565.33413702465,MSA
"Canton-Massillon, OH",2004,15442.251,100.688,12705.38,29412.0,84.44275,100.0,34830.69890547146,MSA
"Canton-Massillon, OH",2005,15726.829,102.544,13395.018,30430.0,86.87583333333333,100.0,35027.002139068216,MSA
"Canton-Massillon, OH",2006,15204.933,99.141,13399.189,31692.0,89.32233333333333,100.0,35480.48826907791,MSA
"Canton-Massillon, OH",2007,15002.646,97.822,13634.522,33330.0,91.61441666666667,100.0,36380.73702010146,MSA
"Canton-Massillon, OH",2008,14763.515,96.262,13744.301,34489.0,94.32566666666666,100.0,36563.748997268325,MSA
"Canton-Massillon, OH",2009,13857.158,90.353,13120.872,33245.0,94.0625,100.0,35343.52159468439,MSA
"Canton-Massillon, OH",2010,14603.166,95.217,13987.313,34242.0,95.74708333333334,100.0,35762.969281048594,MSA
